31234,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6b8,1e6b9,1e6ba,1e6bb,1e6bc,0,0,0,0,0,0,0,0,0,0
31235,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6bd,1e6be,1e6bf,1e6c0,1e6c1,0,0,0,0,0,0,0,0,0,0
31236,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31237,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e6c3,1e6c4,1e6c5,1e6c6,0,0,0,0,0,0,0,0,0,0,0
31238,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6c7,1e6c8,0,0,0,0,0,0,0,0,0,0,0,0,0
31239,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6c9,1e6ca,1e6cb,1e6cc,1e6cd,0,0,0,0,0,0,0,0,0,0
31240,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e59e,1e59f,0,0,0,0,0,0,0,0,0,0,0,0,0
31241,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31242,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6cf,1e6d0,0,0,0,0,0,0,0,0,0,0,0,0,0
31243,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31244,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e6d2,1e6d3,1e6d4,1e6d5,0,0,0,0,0,0,0,0,0,0,0
31245,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e5a0,1e5a1,1e5a2,0,0,0,0,0,0,0,0,0,0,0,0
31246,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6d6,1e6d7,0,0,0,0,0,0,0,0,0,0,0,0,0
31247,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6d8,1e6d9,1e6da,1e6db,1e6dc,0,0,0,0,0,0,0,0,0,0
31248,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31249,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6de,1e6df,0,0,0,0,0,0,0,0,0,0,0,0,0
31250,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6e0,1e6e1,0,0,0,0,0,0,0,0,0,0,0,0,0
31251,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6e2,1e6e3,1e6e4,1e6e5,1e6e6,0,0,0,0,0,0,0,0,0,0
31252,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31253,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6e8,1e6e9,1e6ea,1e6eb,1e6ec,0,0,0,0,0,0,0,0,0,0
31254,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e6ed,1e6ee,1e6ef,1e6f0,1e6f1,0,0,0,0,0,0,0,0,0,0
31255,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31256,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e6f3,1e6f4,0,0,0,0,0,0,0,0,0,0,0,0,0
31257,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e6f5,1e6f6,1e6f7,0,0,0,0,0,0,0,0,0,0,0,0
31258,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e6f8,1e6f9,1e6fa,1e6fb,0,0,0,0,0,0,0,0,0,0,0
31259,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e6fc,1e6fd,1e6fe,0,0,0,0,0,0,0,0,0,0,0,0
31260,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e6ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31261,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e700,1e701,1e702,0,0,0,0,0,0,0,0,0,0,0,0
31262,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e703,1e704,0,0,0,0,0,0,0,0,0,0,0,0,0
31263,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e705,1e706,1e707,1e708,0,0,0,0,0,0,0,0,0,0,0
31264,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e709,1e70a,1e70b,0,0,0,0,0,0,0,0,0,0,0,0
31265,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e70c,1e70d,1e70e,1e70f,1e710,0,0,0,0,0,0,0,0,0,0
31266,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e711,1e712,1e713,1e714,0,0,0,0,0,0,0,0,0,0,0
31267,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e715,1e716,1e717,0,0,0,0,0,0,0,0,0,0,0,0
31268,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31269,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31270,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e71a,1e71b,1e71c,0,0,0,0,0,0,0,0,0,0,0,0
31271,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e71d,1e71e,1e71f,0,0,0,0,0,0,0,0,0,0,0,0
31272,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e5a3,1e5a4,1e5a5,0,0,0,0,0,0,0,0,0,0,0,0
31273,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31274,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e721,1e722,1e723,0,0,0,0,0,0,0,0,0,0,0,0
31275,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e724,1e725,1e726,0,0,0,0,0,0,0,0,0,0,0,0
31276,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31277,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e728,1e729,1e72a,1e72b,0,0,0,0,0,0,0,0,0,0,0
31278,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e72c,1e72d,1e72e,1e72f,1e730,0,0,0,0,0,0,0,0,0,0
31279,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e731,1e732,1e733,1e734,0,0,0,0,0,0,0,0,0,0,0
31280,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31281,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31282,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e737,1e738,0,0,0,0,0,0,0,0,0,0,0,0,0
31283,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e739,1e73a,1e73b,0,0,0,0,0,0,0,0,0,0,0,0
31284,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e73c,1e73d,1e73e,1e73f,1e740,0,0,0,0,0,0,0,0,0,0
31285,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31286,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e742,1e743,1e744,0,0,0,0,0,0,0,0,0,0,0,0
31287,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e745,1e746,0,0,0,0,0,0,0,0,0,0,0,0,0
31288,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e747,1e748,0,0,0,0,0,0,0,0,0,0,0,0,0
31289,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e749,1e74a,1e74b,1e74c,0,0,0,0,0,0,0,0,0,0,0
31290,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e74d,1e74e,1e74f,1e750,0,0,0,0,0,0,0,0,0,0,0
31291,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31292,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e752,1e753,1e754,0,0,0,0,0,0,0,0,0,0,0,0
31293,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e755,1e756,1e757,1e758,1e759,0,0,0,0,0,0,0,0,0,0
31294,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e75a,1e75b,1e75c,0,0,0,0,0,0,0,0,0,0,0,0
31295,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e75d,1e75e,0,0,0,0,0,0,0,0,0,0,0,0,0
31296,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e75f,1e760,1e761,1e762,1e763,0,0,0,0,0,0,0,0,0,0
31297,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e764,1e765,1e766,0,0,0,0,0,0,0,0,0,0,0,0
31298,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31299,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e768,1e769,1e76a,1e76b,1e76c,0,0,0,0,0,0,0,0,0,0
31300,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e76d,1e76e,0,0,0,0,0,0,0,0,0,0,0,0,0
31301,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e76f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31302,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e770,1e771,1e772,1e773,0,0,0,0,0,0,0,0,0,0,0
31303,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e774,1e775,1e776,1e777,1e778,0,0,0,0,0,0,0,0,0,0
31304,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e779,1e77a,1e77b,0,0,0,0,0,0,0,0,0,0,0,0
31305,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e77c,1e77d,0,0,0,0,0,0,0,0,0,0,0,0,0
31306,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e77e,1e77f,1e780,1e781,1e782,0,0,0,0,0,0,0,0,0,0
31307,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e783,1e784,1e785,0,0,0,0,0,0,0,0,0,0,0,0
31308,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e786,1e787,1e788,0,0,0,0,0,0,0,0,0,0,0,0
31309,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31310,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e78a,1e78b,1e78c,1e78d,1e78e,0,0,0,0,0,0,0,0,0,0
31311,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e78f,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31312,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e790,1e791,1e792,1e793,1e794,0,0,0,0,0,0,0,0,0,0
31313,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e795,1e796,1e797,1e798,1e799,0,0,0,0,0,0,0,0,0,0
31314,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e79a,1e79b,1e79c,1e79d,0,0,0,0,0,0,0,0,0,0,0
31315,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e79e,1e79f,0,0,0,0,0,0,0,0,0,0,0,0,0
31316,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7a0,1e7a1,1e7a2,0,0,0,0,0,0,0,0,0,0,0,0
31317,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e5a6,1e5a7,1e5a8,1e5a9,0,0,0,0,0,0,0,0,0,0,0
31318,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7a3,1e7a4,1e7a5,1e7a6,0,0,0,0,0,0,0,0,0,0,0
31319,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e5aa,1e5ab,1e5ac,0,0,0,0,0,0,0,0,0,0,0,0
31320,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7a7,1e7a8,1e7a9,0,0,0,0,0,0,0,0,0,0,0,0
31321,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5ad,1e5ae,0,0,0,0,0,0,0,0,0,0,0,0,0
31322,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31323,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31324,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31325,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5af,1e5b0,0,0,0,0,0,0,0,0,0,0,0,0,0
31326,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7ad,1e7ae,1e7af,0,0,0,0,0,0,0,0,0,0,0,0
31327,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31328,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5b1,1e5b2,0,0,0,0,0,0,0,0,0,0,0,0,0
31329,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5b3,1e5b4,0,0,0,0,0,0,0,0,0,0,0,0,0
31330,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e5b5,1e5b6,1e5b7,1e5b8,1e5b9,0,0,0,0,0,0,0,0,0,0
31331,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5ba,1e5bb,0,0,0,0,0,0,0,0,0,0,0,0,0
31332,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31333,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5bd,1e5be,0,0,0,0,0,0,0,0,0,0,0,0,0
31334,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e5bf,1e5c0,1e5c1,1e5c2,0,0,0,0,0,0,0,0,0,0,0
31335,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e5c3,1e5c4,1e5c5,1e5c6,0,0,0,0,0,0,0,0,0,0,0
31336,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e5c7,1e5c8,1e5c9,1e5ca,0,0,0,0,0,0,0,0,0,0,0
31337,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31338,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e5cc,1e5cd,1e5ce,1e5cf,1e5d0,0,0,0,0,0,0,0,0,0,0
31339,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e5d1,1e5d2,0,0,0,0,0,0,0,0,0,0,0,0,0
31340,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e5d3,1e5d4,1e5d5,1e5d6,1e5d7,0,0,0,0,0,0,0,0,0,0
31341,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31342,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e5d9,1e5da,1e5db,0,0,0,0,0,0,0,0,0,0,0,0
31343,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31344,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31345,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5de,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31346,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e5df,1e5e0,1e5e1,1e5e2,1e5e3,0,0,0,0,0,0,0,0,0,0
31347,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e5e4,1e5e5,1e5e6,1e5e7,1e5e8,0,0,0,0,0,0,0,0,0,0
31348,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e5e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31349,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e5ea,1e5eb,1e5ec,1e5ed,0,0,0,0,0,0,0,0,0,0,0
31350,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e5ee,1e5ef,1e5f0,0,0,0,0,0,0,0,0,0,0,0,0
31351,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7b1,1e7b2,1e7b3,1e7b4,1e7b5,0,0,0,0,0,0,0,0,0,0
31352,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31353,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7b7,1e7b8,1e7b9,1e7ba,1e7bb,0,0,0,0,0,0,0,0,0,0
31354,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7bc,1e7bd,1e7be,1e7bf,0,0,0,0,0,0,0,0,0,0,0
31355,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7c0,1e7c1,1e7c2,1e7c3,1e7c4,0,0,0,0,0,0,0,0,0,0
31356,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7c5,1e7c6,1e7c7,0,0,0,0,0,0,0,0,0,0,0,0
31357,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7c8,1e7c9,1e7ca,1e7cb,1e7cc,0,0,0,0,0,0,0,0,0,0
31358,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7cd,1e7ce,1e7cf,1e7d0,0,0,0,0,0,0,0,0,0,0,0
31359,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7d1,1e7d2,1e7d3,1e7d4,0,0,0,0,0,0,0,0,0,0,0
31360,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7d5,1e7d6,1e7d7,0,0,0,0,0,0,0,0,0,0,0,0
31361,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e7d8,1e7d9,0,0,0,0,0,0,0,0,0,0,0,0,0
31362,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7da,1e7db,1e7dc,1e7dd,1e7de,0,0,0,0,0,0,0,0,0,0
31363,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7df,1e7e0,1e7e1,1e7e2,0,0,0,0,0,0,0,0,0,0,0
31364,f,100664,1000,1000,1,58201214,58201214,58201214,3072,3,1e7e3,1e7e4,1e7e5,0,0,0,0,0,0,0,0,0,0,0,0
31365,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31366,f,100664,1000,1000,1,58201214,58201214,58201214,4096,4,1e7e7,1e7e8,1e7e9,1e7ea,0,0,0,0,0,0,0,0,0,0,0
31367,f,100664,1000,1000,1,58201214,58201214,58201214,5120,5,1e7eb,1e7ec,1e7ed,1e7ee,1e7ef,0,0,0,0,0,0,0,0,0,0
31368,f,100664,1000,1000,1,58201214,58201214,58201214,2048,2,1e7f0,1e7f1,0,0,0,0,0,0,0,0,0,0,0,0,0
31369,f,100664,1000,1000,1,58201214,58201214,58201214,1024,1,1e7f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31370,f,100664,1000,1000,1,58201215,58201215,58201215,4096,4,1e7f3,1e7f4,1e7f5,1e7f6,0,0,0,0,0,0,0,0,0,0,0
31371,f,100664,1000,1000,1,58201215,58201215,58201215,3072,3,1e7f7,1e7f8,1e7f9,0,0,0,0,0,0,0,0,0,0,0,0
31372,f,100664,1000,1000,1,58201215,58201215,58201215,2048,2,1e7fa,1e7fb,0,0,0,0,0,0,0,0,0,0,0,0,0
31373,f,100664,1000,1000,1,58201215,58201215,58201215,3072,3,1e7fc,1e7fd,1e7fe,0,0,0,0,0,0,0,0,0,0,0,0
31374,f,100664,1000,1000,1,58201215,58201215,58201215,5120,5,1e7ff,1e800,1e801,1e802,1e803,0,0,0,0,0,0,0,0,0,0
31375,f,100664,1000,1000,1,58201215,58201215,58201215,5120,5,1e5f1,1e5f2,1e5f3,1e5f4,1e5f5,0,0,0,0,0,0,0,0,0,0
31376,f,100664,1000,1000,1,58201215,58201215,58201215,4096,4,1e804,1e805,1e806,1e807,0,0,0,0,0,0,0,0,0,0,0
31377,f,100664,1000,1000,1,58201215,58201215,58201215,5120,5,1e808,1e809,1e80a,1e80b,1e80c,0,0,0,0,0,0,0,0,0,0
31378,f,100664,1000,1000,1,58201215,58201215,58201215,5120,5,1e80d,1e80e,1e80f,1e810,1e811,0,0,0,0,0,0,0,0,0,0
31379,f,100664,1000,1000,1,58201215,58201215,58201215,2048,2,1e812,1e813,0,0,0,0,0,0,0,0,0,0,0,0,0
31380,f,100664,1000,1000,1,58201215,58201215,58201215,1024,1,1e814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31381,f,100664,1000,1000,1,58201215,58201215,58201215,5120,5,1e815,1e816,1e817,1e818,1e819,0,0,0,0,0,0,0,0,0,0
31382,f,100664,1000,1000,1,58201215,58201215,58201215,3072,3,1e81a,1e81b,1e81c,0,0,0,0,0,0,0,0,0,0,0,0
31383,f,100664,1000,1000,1,58201215,58201215,58201215,4096,4,1e81d,1e81e,1e81f,1e820,0,0,0,0,0,0,0,0,0,0,0
31384,f,100664,1000,1000,1,58201215,58201215,58201215,3072,3,1e821,1e822,1e823,0,0,0,0,0,0,0,0,0,0,0,0
31385,f,100664,1000,1000,1,58201215,58201215,58201215,1024,1,1e824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31386,f,100664,1000,1000,1,58201215,58201215,58201215,3072,3,1e825,1e826,1e827,0,0,0,0,0,0,0,0,0,0,0,0
31387,f,100664,1000,1000,1,58201215,58201215,58201215,2048,2,1e828,1e829,0,0,0,0,0,0,0,0,0,0,0,0,0
